year,anomaly,station_name,station_number,latitude,longitude
1960,-0.958918805,Charters Towers,34084,-20.05,146.27
1961,-0.276250644,Charters Towers,34084,-20.05,146.27
1962,-0.115128115,Charters Towers,34084,-20.05,146.27
1963,-0.881639925,Charters Towers,34084,-20.05,146.27
1964,0.065022592,Charters Towers,34084,-20.05,146.27
1965,-0.866367038,Charters Towers,34084,-20.05,146.27
1966,-0.439199736,Charters Towers,34084,-20.05,146.27
1967,-0.565239425,Charters Towers,34084,-20.05,146.27
1968,-0.792874571,Charters Towers,34084,-20.05,146.27
1969,0.232254733,Charters Towers,34084,-20.05,146.27
1970,-0.047682802,Charters Towers,34084,-20.05,146.27
1971,-0.256536034,Charters Towers,34084,-20.05,146.27
1972,-0.860460327,Charters Towers,34084,-20.05,146.27
1973,0.56384266,Charters Towers,34084,-20.05,146.27
1974,-1.24062909,Charters Towers,34084,-20.05,146.27
1975,-0.141725724,Charters Towers,34084,-20.05,146.27
1976,-0.50530211,Charters Towers,34084,-20.05,146.27
1977,-1.005726834,Charters Towers,34084,-20.05,146.27
1978,-0.83680584,Charters Towers,34084,-20.05,146.27
1979,-0.39988038,Charters Towers,34084,-20.05,146.27
1980,-0.073792052,Charters Towers,34084,-20.05,146.27
1981,-0.338957132,Charters Towers,34084,-20.05,146.27
1982,-0.885842721,Charters Towers,34084,-20.05,146.27
1983,0.068202956,Charters Towers,34084,-20.05,146.27
1984,-0.482680433,Charters Towers,34084,-20.05,146.27
1985,-0.401642203,Charters Towers,34084,-20.05,146.27
1986,0.343929357,Charters Towers,34084,-20.05,146.27
1987,0.470790614,Charters Towers,34084,-20.05,146.27
1988,0.173877603,Charters Towers,34084,-20.05,146.27
1989,-0.971204117,Charters Towers,34084,-20.05,146.27
1990,-0.765095606,Charters Towers,34084,-20.05,146.27
1991,-0.65160709,Charters Towers,34084,-20.05,146.27
1992,0.434972338,Charters Towers,34084,-20.05,146.27
1993,0.129574783,Charters Towers,34084,-20.05,146.27
1994,-0.230717856,Charters Towers,34084,-20.05,146.27
1995,0.281625597,Charters Towers,34084,-20.05,146.27
1996,0.38822133,Charters Towers,34084,-20.05,146.27
1997,0.05517213,Charters Towers,34084,-20.05,146.27
1998,0.580676736,Charters Towers,34084,-20.05,146.27
1999,-0.281396254,Charters Towers,34084,-20.05,146.27
2000,-1.087383917,Charters Towers,34084,-20.05,146.27
2001,0.408953923,Charters Towers,34084,-20.05,146.27
2002,0.64277255,Charters Towers,34084,-20.05,146.27
2003,0.861028927,Charters Towers,34084,-20.05,146.27
2004,0.612623119,Charters Towers,34084,-20.05,146.27
2005,0.675639706,Charters Towers,34084,-20.05,146.27
2006,-0.132112481,Charters Towers,34084,-20.05,146.27
2007,-0.178704458,Charters Towers,34084,-20.05,146.27
2008,-0.061028629,Charters Towers,34084,-20.05,146.27
2009,0.169772607,Charters Towers,34084,-20.05,146.27
2010,0.144032275,Charters Towers,34084,-20.05,146.27
2011,-0.829485656,Charters Towers,34084,-20.05,146.27
2012,-0.441615829,Charters Towers,34084,-20.05,146.27
2013,0.794831894,Charters Towers,34084,-20.05,146.27
2014,0.356057406,Charters Towers,34084,-20.05,146.27
2015,1.165627773,Charters Towers,34084,-20.05,146.27
2016,1.599216097,Charters Towers,34084,-20.05,146.27
2017,1.009609391,Charters Towers,34084,-20.05,146.27
2018,0.97617281,Charters Towers,34084,-20.05,146.27
2019,0.429258475,Charters Towers,34084,-20.05,146.27
2020,1.223964465,Charters Towers,34084,-20.05,146.27
2021,0.752634997,Charters Towers,34084,-20.05,146.27
2022,0.877369325,Charters Towers,34084,-20.05,146.27
2023,0.567952004,Charters Towers,34084,-20.05,146.27
1910,-1.534704382,Cobar,48027,-31.48,145.83
1911,-3.503662671,Cobar,48027,-31.48,145.83
1912,-2.744539284,Cobar,48027,-31.48,145.83
1913,-15.29290993,Cobar,48027,-31.48,145.83
1914,-4.291869427,Cobar,48027,-31.48,145.83
1915,-2.033970939,Cobar,48027,-31.48,145.83
1916,-3.138591626,Cobar,48027,-31.48,145.83
1917,-0.867375228,Cobar,48027,-31.48,145.83
1918,-2.956263477,Cobar,48027,-31.48,145.83
1919,-4.859191576,Cobar,48027,-31.48,145.83
1920,-10.23155951,Cobar,48027,-31.48,145.83
1921,-32.29064357,Cobar,48027,-31.48,145.83
1922,-1.210477507,Cobar,48027,-31.48,145.83
1923,-3.717225966,Cobar,48027,-31.48,145.83
1924,-7.389295031,Cobar,48027,-31.48,145.83
1925,-0.74708401,Cobar,48027,-31.48,145.83
1926,0.219364723,Cobar,48027,-31.48,145.83
1927,-3.794745236,Cobar,48027,-31.48,145.83
1928,0.176687696,Cobar,48027,-31.48,145.83
1929,-3.496761714,Cobar,48027,-31.48,145.83
1930,-9.249051176,Cobar,48027,-31.48,145.83
1931,-3.303882205,Cobar,48027,-31.48,145.83
1932,-2.624791262,Cobar,48027,-31.48,145.83
1933,-86.60634444,Cobar,48027,-31.48,145.83
1934,-100.118319,Cobar,48027,-31.48,145.83
1935,-51.57319992,Cobar,48027,-31.48,145.83
1936,-0.782696496,Cobar,48027,-31.48,145.83
1937,-0.99820812,Cobar,48027,-31.48,145.83
1938,1.247575806,Cobar,48027,-31.48,145.83
1939,-1.330332394,Cobar,48027,-31.48,145.83
1940,0.638348647,Cobar,48027,-31.48,145.83
1941,-0.438989732,Cobar,48027,-31.48,145.83
1942,-1.851082031,Cobar,48027,-31.48,145.83
1943,-2.085588874,Cobar,48027,-31.48,145.83
1944,-1.189132351,Cobar,48027,-31.48,145.83
1945,-1.656317209,Cobar,48027,-31.48,145.83
1946,-0.081116479,Cobar,48027,-31.48,145.83
1947,-1.867460603,Cobar,48027,-31.48,145.83
1948,-0.570815702,Cobar,48027,-31.48,145.83
1949,-2.103671951,Cobar,48027,-31.48,145.83
1950,-1.829920915,Cobar,48027,-31.48,145.83
1951,-1.574378766,Cobar,48027,-31.48,145.83
1952,-0.433148232,Cobar,48027,-31.48,145.83
1953,-1.422956198,Cobar,48027,-31.48,145.83
1954,-0.023170159,Cobar,48027,-31.48,145.83
1955,-0.192522438,Cobar,48027,-31.48,145.83
1956,-1.601385935,Cobar,48027,-31.48,145.83
1957,0.498202231,Cobar,48027,-31.48,145.83
1958,-2.459175664,Cobar,48027,-31.48,145.83
1959,0.224684423,Cobar,48027,-31.48,145.83
1960,-0.390634174,Cobar,48027,-31.48,145.83
1961,-2.484798401,Cobar,48027,-31.48,145.83
1962,-0.40787995,Cobar,48027,-31.48,145.83
1963,-0.332207538,Cobar,48027,-31.48,145.83
1964,-0.356094562,Cobar,48027,-31.48,145.83
1965,0.804885076,Cobar,48027,-31.48,145.83
1966,-12.78055079,Cobar,48027,-31.48,145.83
1967,0.62259437,Cobar,48027,-31.48,145.83
1968,-0.0048132,Cobar,48027,-31.48,145.83
1969,-1.406267318,Cobar,48027,-31.48,145.83
1970,-0.541094186,Cobar,48027,-31.48,145.83
1971,-3.17503179,Cobar,48027,-31.48,145.83
1972,0.437867248,Cobar,48027,-31.48,145.83
1973,0.486456377,Cobar,48027,-31.48,145.83
1974,-0.838832282,Cobar,48027,-31.48,145.83
1975,0.411526781,Cobar,48027,-31.48,145.83
1976,-0.932122092,Cobar,48027,-31.48,145.83
1977,0.491488059,Cobar,48027,-31.48,145.83
1978,-0.27459457,Cobar,48027,-31.48,145.83
1979,-0.484153902,Cobar,48027,-31.48,145.83
1980,-2.885179193,Cobar,48027,-31.48,145.83
1981,0.677296751,Cobar,48027,-31.48,145.83
1982,1.102617731,Cobar,48027,-31.48,145.83
1983,0.057969114,Cobar,48027,-31.48,145.83
1984,-0.990972512,Cobar,48027,-31.48,145.83
1985,0.085154213,Cobar,48027,-31.48,145.83
1986,-2.578264885,Cobar,48027,-31.48,145.83
1987,0.402546687,Cobar,48027,-31.48,145.83
1988,-0.667245532,Cobar,48027,-31.48,145.83
1989,-1.305778006,Cobar,48027,-31.48,145.83
1990,0.463402101,Cobar,48027,-31.48,145.83
1991,1.139494651,Cobar,48027,-31.48,145.83
1992,-0.54881873,Cobar,48027,-31.48,145.83
1993,0.531157798,Cobar,48027,-31.48,145.83
1994,0.437458681,Cobar,48027,-31.48,145.83
1995,-1.157608203,Cobar,48027,-31.48,145.83
1996,0.334070282,Cobar,48027,-31.48,145.83
1997,1.095595842,Cobar,48027,-31.48,145.83
1998,-0.802009125,Cobar,48027,-31.48,145.83
1999,-2.126890795,Cobar,48027,-31.48,145.83
2000,-2.69508727,Cobar,48027,-31.48,145.83
2001,0.737474715,Cobar,48027,-31.48,145.83
2002,-0.055580554,Cobar,48027,-31.48,145.83
2003,0.992995675,Cobar,48027,-31.48,145.83
2004,1.294717452,Cobar,48027,-31.48,145.83
2005,0.336956249,Cobar,48027,-31.48,145.83
2006,1.373134884,Cobar,48027,-31.48,145.83
2007,1.518094242,Cobar,48027,-31.48,145.83
2008,-1.035348671,Cobar,48027,-31.48,145.83
2009,1.477588609,Cobar,48027,-31.48,145.83
2010,-0.176260597,Cobar,48027,-31.48,145.83
2011,0.576220522,Cobar,48027,-31.48,145.83
2012,0.287891503,Cobar,48027,-31.48,145.83
2013,1.605598722,Cobar,48027,-31.48,145.83
2014,-2.391074411,Cobar,48027,-31.48,145.83
2015,1.045502396,Cobar,48027,-31.48,145.83
2016,0.986308417,Cobar,48027,-31.48,145.83
2017,0.297662523,Cobar,48027,-31.48,145.83
2018,2.120287982,Cobar,48027,-31.48,145.83
2019,-13.31813816,Cobar,48027,-31.48,145.83
2020,-0.527952799,Cobar,48027,-31.48,145.83
2021,-0.090008037,Cobar,48027,-31.48,145.83
2022,-0.216044263,Cobar,48027,-31.48,145.83
2023,1.40587714,Cobar,48027,-31.48,145.83
1943,-1.431718666,Coffs Harbour,59151,-30.32,153.12
1951,-1.291803165,Coffs Harbour,59151,-30.32,153.12
1952,-0.749251063,Coffs Harbour,59151,-30.32,153.12
1953,-1.10725909,Coffs Harbour,59151,-30.32,153.12
1954,-0.491957201,Coffs Harbour,59151,-30.32,153.12
1955,-0.643529572,Coffs Harbour,59151,-30.32,153.12
1956,-1.27423376,Coffs Harbour,59151,-30.32,153.12
1957,-0.727755442,Coffs Harbour,59151,-30.32,153.12
1958,-0.081352152,Coffs Harbour,59151,-30.32,153.12
1959,-0.584621801,Coffs Harbour,59151,-30.32,153.12
1960,-1.26445762,Coffs Harbour,59151,-30.32,153.12
1961,-1.440645547,Coffs Harbour,59151,-30.32,153.12
1962,-1.272650795,Coffs Harbour,59151,-30.32,153.12
1963,-0.963629098,Coffs Harbour,59151,-30.32,153.12
1964,-0.89018837,Coffs Harbour,59151,-30.32,153.12
1965,-0.67292929,Coffs Harbour,59151,-30.32,153.12
1966,-1.057364335,Coffs Harbour,59151,-30.32,153.12
1967,-0.583956015,Coffs Harbour,59151,-30.32,153.12
1968,-0.947952707,Coffs Harbour,59151,-30.32,153.12
1969,-0.55023048,Coffs Harbour,59151,-30.32,153.12
1970,-0.991492233,Coffs Harbour,59151,-30.32,153.12
1971,-1.086164576,Coffs Harbour,59151,-30.32,153.12
1972,-0.695369195,Coffs Harbour,59151,-30.32,153.12
1973,0.652865281,Coffs Harbour,59151,-30.32,153.12
1974,-0.716108793,Coffs Harbour,59151,-30.32,153.12
1975,-0.494684713,Coffs Harbour,59151,-30.32,153.12
1976,-0.522015709,Coffs Harbour,59151,-30.32,153.12
1977,-0.343791713,Coffs Harbour,59151,-30.32,153.12
1978,-0.659874684,Coffs Harbour,59151,-30.32,153.12
1979,-0.070971008,Coffs Harbour,59151,-30.32,153.12
1980,0.365505147,Coffs Harbour,59151,-30.32,153.12
1981,-0.106600488,Coffs Harbour,59151,-30.32,153.12
1982,-0.296563366,Coffs Harbour,59151,-30.32,153.12
1983,0.092316243,Coffs Harbour,59151,-30.32,153.12
1984,-0.561378427,Coffs Harbour,59151,-30.32,153.12
1985,-0.525046789,Coffs Harbour,59151,-30.32,153.12
1986,-0.317918973,Coffs Harbour,59151,-30.32,153.12
1987,-0.000618345,Coffs Harbour,59151,-30.32,153.12
1988,0.352585741,Coffs Harbour,59151,-30.32,153.12
1989,-0.184464351,Coffs Harbour,59151,-30.32,153.12
1990,0.058812118,Coffs Harbour,59151,-30.32,153.12
1991,0.126588836,Coffs Harbour,59151,-30.32,153.12
1992,-0.28374819,Coffs Harbour,59151,-30.32,153.12
1993,0.127775472,Coffs Harbour,59151,-30.32,153.12
1994,-0.266712815,Coffs Harbour,59151,-30.32,153.12
1995,-0.000923005,Coffs Harbour,59151,-30.32,153.12
1996,-0.239916,Coffs Harbour,59151,-30.32,153.12
1997,0.237296721,Coffs Harbour,59151,-30.32,153.12
1998,0.557349205,Coffs Harbour,59151,-30.32,153.12
1999,-0.105953407,Coffs Harbour,59151,-30.32,153.12
2000,-0.11647653,Coffs Harbour,59151,-30.32,153.12
2001,0.06542213,Coffs Harbour,59151,-30.32,153.12
2002,0.231896056,Coffs Harbour,59151,-30.32,153.12
2003,-0.027708973,Coffs Harbour,59151,-30.32,153.12
2004,0.183811599,Coffs Harbour,59151,-30.32,153.12
2005,0.515390679,Coffs Harbour,59151,-30.32,153.12
2006,0.024848245,Coffs Harbour,59151,-30.32,153.12
2007,0.113788017,Coffs Harbour,59151,-30.32,153.12
2008,-0.309256007,Coffs Harbour,59151,-30.32,153.12
2009,0.403960872,Coffs Harbour,59151,-30.32,153.12
2010,0.2519703,Coffs Harbour,59151,-30.32,153.12
2011,-0.115717872,Coffs Harbour,59151,-30.32,153.12
2012,-0.037524762,Coffs Harbour,59151,-30.32,153.12
2013,0.435454363,Coffs Harbour,59151,-30.32,153.12
2014,0.514331732,Coffs Harbour,59151,-30.32,153.12
2015,0.424922909,Coffs Harbour,59151,-30.32,153.12
2016,0.722823717,Coffs Harbour,59151,-30.32,153.12
2017,0.784850805,Coffs Harbour,59151,-30.32,153.12
2018,0.498815627,Coffs Harbour,59151,-30.32,153.12
2019,0.775037057,Coffs Harbour,59151,-30.32,153.12
2020,0.737279186,Coffs Harbour,59151,-30.32,153.12
2021,0.122788411,Coffs Harbour,59151,-30.32,153.12
2022,-0.058995201,Coffs Harbour,59151,-30.32,153.12
2023,0.450846068,Coffs Harbour,59151,-30.32,153.12
1950,-1.153889722,Cunderdin,10286,-31.62,117.22
1951,-1.056546395,Cunderdin,10286,-31.62,117.22
1952,-1.261504892,Cunderdin,10286,-31.62,117.22
1953,-1.05397151,Cunderdin,10286,-31.62,117.22
1954,-0.856235015,Cunderdin,10286,-31.62,117.22
1955,-1.431786378,Cunderdin,10286,-31.62,117.22
1956,-1.149680045,Cunderdin,10286,-31.62,117.22
1957,-0.357829992,Cunderdin,10286,-31.62,117.22
1958,-0.149660592,Cunderdin,10286,-31.62,117.22
1959,0.169210718,Cunderdin,10286,-31.62,117.22
1960,-1.373861368,Cunderdin,10286,-31.62,117.22
1961,0.046029405,Cunderdin,10286,-31.62,117.22
1962,-0.157365648,Cunderdin,10286,-31.62,117.22
1963,-0.298881457,Cunderdin,10286,-31.62,117.22
1964,-1.151803052,Cunderdin,10286,-31.62,117.22
1965,-0.447928932,Cunderdin,10286,-31.62,117.22
1966,-1.077514137,Cunderdin,10286,-31.62,117.22
1967,-0.315631457,Cunderdin,10286,-31.62,117.22
1968,-2.036026428,Cunderdin,10286,-31.62,117.22
1969,-0.34431455,Cunderdin,10286,-31.62,117.22
1970,-0.518384648,Cunderdin,10286,-31.62,117.22
1971,-1.359553663,Cunderdin,10286,-31.62,117.22
1972,0.506833952,Cunderdin,10286,-31.62,117.22
1973,-0.595545691,Cunderdin,10286,-31.62,117.22
1974,-0.533006698,Cunderdin,10286,-31.62,117.22
1975,-0.62033526,Cunderdin,10286,-31.62,117.22
1976,0.229372472,Cunderdin,10286,-31.62,117.22
1977,0.461778582,Cunderdin,10286,-31.62,117.22
1978,0.153303261,Cunderdin,10286,-31.62,117.22
1979,-0.395473195,Cunderdin,10286,-31.62,117.22
1980,0.12143526,Cunderdin,10286,-31.62,117.22
1981,-0.592602615,Cunderdin,10286,-31.62,117.22
1982,-0.317367462,Cunderdin,10286,-31.62,117.22
1983,0.37996258,Cunderdin,10286,-31.62,117.22
1984,-0.835357132,Cunderdin,10286,-31.62,117.22
1985,0.118400997,Cunderdin,10286,-31.62,117.22
1986,-0.841977414,Cunderdin,10286,-31.62,117.22
1987,0.072550231,Cunderdin,10286,-31.62,117.22
1988,0.145546109,Cunderdin,10286,-31.62,117.22
1989,-0.335538437,Cunderdin,10286,-31.62,117.22
1990,-1.017538857,Cunderdin,10286,-31.62,117.22
1991,0.380332615,Cunderdin,10286,-31.62,117.22
1992,-0.131795452,Cunderdin,10286,-31.62,117.22
1993,-0.375769253,Cunderdin,10286,-31.62,117.22
1994,0.495208354,Cunderdin,10286,-31.62,117.22
1995,-0.286686421,Cunderdin,10286,-31.62,117.22
1996,0.364175185,Cunderdin,10286,-31.62,117.22
1997,0.117848468,Cunderdin,10286,-31.62,117.22
1998,0.341858386,Cunderdin,10286,-31.62,117.22
1999,0.401216605,Cunderdin,10286,-31.62,117.22
2000,-0.167049986,Cunderdin,10286,-31.62,117.22
2001,-0.375277585,Cunderdin,10286,-31.62,117.22
2002,0.342691978,Cunderdin,10286,-31.62,117.22
2003,0.508000621,Cunderdin,10286,-31.62,117.22
2004,0.353775534,Cunderdin,10286,-31.62,117.22
2005,-0.30115885,Cunderdin,10286,-31.62,117.22
2006,0.257259288,Cunderdin,10286,-31.62,117.22
2007,0.190904834,Cunderdin,10286,-31.62,117.22
2008,0.123431766,Cunderdin,10286,-31.62,117.22
2009,0.516228166,Cunderdin,10286,-31.62,117.22
2010,0.506920102,Cunderdin,10286,-31.62,117.22
2011,1.077686373,Cunderdin,10286,-31.62,117.22
2012,0.805402165,Cunderdin,10286,-31.62,117.22
2013,1.064218134,Cunderdin,10286,-31.62,117.22
2014,1.108713947,Cunderdin,10286,-31.62,117.22
2015,1.325817098,Cunderdin,10286,-31.62,117.22
2016,-0.308235828,Cunderdin,10286,-31.62,117.22
2017,0.444972422,Cunderdin,10286,-31.62,117.22
2018,0.55414576,Cunderdin,10286,-31.62,117.22
2019,0.939806044,Cunderdin,10286,-31.62,117.22
2020,0.937305824,Cunderdin,10286,-31.62,117.22
2021,0.30464625,Cunderdin,10286,-31.62,117.22
2022,0.040895185,Cunderdin,10286,-31.62,117.22
2023,0.755662066,Cunderdin,10286,-31.62,117.22
1955,-1.528750463,Dalwallinu,8297,-30.28,116.67
1956,-0.640019512,Dalwallinu,8297,-30.28,116.67
1957,-0.114194621,Dalwallinu,8297,-30.28,116.67
1958,-0.357809204,Dalwallinu,8297,-30.28,116.67
1959,-0.089606461,Dalwallinu,8297,-30.28,116.67
1960,-1.2453405,Dalwallinu,8297,-30.28,116.67
1961,0.028908492,Dalwallinu,8297,-30.28,116.67
1962,0.343387828,Dalwallinu,8297,-30.28,116.67
1963,-0.016789938,Dalwallinu,8297,-30.28,116.67
1964,-0.597939968,Dalwallinu,8297,-30.28,116.67
1965,-0.145550201,Dalwallinu,8297,-30.28,116.67
1966,-0.824886876,Dalwallinu,8297,-30.28,116.67
1967,0.167878502,Dalwallinu,8297,-30.28,116.67
1968,-1.416027071,Dalwallinu,8297,-30.28,116.67
1969,-0.02889133,Dalwallinu,8297,-30.28,116.67
1970,0.179949643,Dalwallinu,8297,-30.28,116.67
1971,-1.237704056,Dalwallinu,8297,-30.28,116.67
1972,0.809741025,Dalwallinu,8297,-30.28,116.67
1973,-0.544168996,Dalwallinu,8297,-30.28,116.67
1974,-0.347875227,Dalwallinu,8297,-30.28,116.67
1975,-0.418425828,Dalwallinu,8297,-30.28,116.67
1976,0.515162286,Dalwallinu,8297,-30.28,116.67
1977,0.628293808,Dalwallinu,8297,-30.28,116.67
1978,0.266176872,Dalwallinu,8297,-30.28,116.67
1979,-0.03909136,Dalwallinu,8297,-30.28,116.67
1980,0.084837142,Dalwallinu,8297,-30.28,116.67
1981,-0.535691567,Dalwallinu,8297,-30.28,116.67
1982,-0.035182397,Dalwallinu,8297,-30.28,116.67
1983,0.283370059,Dalwallinu,8297,-30.28,116.67
1984,-0.966238077,Dalwallinu,8297,-30.28,116.67
1985,0.166838995,Dalwallinu,8297,-30.28,116.67
1986,-0.905777009,Dalwallinu,8297,-30.28,116.67
1987,0.101570687,Dalwallinu,8297,-30.28,116.67
1988,0.201974671,Dalwallinu,8297,-30.28,116.67
1989,-0.445797678,Dalwallinu,8297,-30.28,116.67
1990,-0.736371014,Dalwallinu,8297,-30.28,116.67
1991,0.321624261,Dalwallinu,8297,-30.28,116.67
1992,-0.572567345,Dalwallinu,8297,-30.28,116.67
1993,-0.554699376,Dalwallinu,8297,-30.28,116.67
1994,0.702286517,Dalwallinu,8297,-30.28,116.67
1995,-0.371733032,Dalwallinu,8297,-30.28,116.67
1996,0.190743289,Dalwallinu,8297,-30.28,116.67
1997,0.188042912,Dalwallinu,8297,-30.28,116.67
1998,0.434349662,Dalwallinu,8297,-30.28,116.67
1999,0.308389671,Dalwallinu,8297,-30.28,116.67
2000,-0.065746947,Dalwallinu,8297,-30.28,116.67
2001,-0.403227249,Dalwallinu,8297,-30.28,116.67
2002,0.444034335,Dalwallinu,8297,-30.28,116.67
2003,0.380406263,Dalwallinu,8297,-30.28,116.67
2004,0.147280027,Dalwallinu,8297,-30.28,116.67
2005,-0.335865178,Dalwallinu,8297,-30.28,116.67
2006,0.445955098,Dalwallinu,8297,-30.28,116.67
2007,0.273710155,Dalwallinu,8297,-30.28,116.67
2008,0.076807743,Dalwallinu,8297,-30.28,116.67
2009,0.515416824,Dalwallinu,8297,-30.28,116.67
2010,0.536973083,Dalwallinu,8297,-30.28,116.67
2011,0.747752333,Dalwallinu,8297,-30.28,116.67
2012,0.576328352,Dalwallinu,8297,-30.28,116.67
2013,0.918257712,Dalwallinu,8297,-30.28,116.67
2014,1.08813458,Dalwallinu,8297,-30.28,116.67
2015,0.942692952,Dalwallinu,8297,-30.28,116.67
2016,-0.46551459,Dalwallinu,8297,-30.28,116.67
2017,0.575035999,Dalwallinu,8297,-30.28,116.67
2018,0.342108772,Dalwallinu,8297,-30.28,116.67
2019,0.997173096,Dalwallinu,8297,-30.28,116.67
2020,0.803765474,Dalwallinu,8297,-30.28,116.67
2021,-0.024498371,Dalwallinu,8297,-30.28,116.67
2022,0.022889302,Dalwallinu,8297,-30.28,116.67
2023,0.971702026,Dalwallinu,8297,-30.28,116.67
1910,-0.851617697,Darwin,14015,-12.42,130.89
1911,-1.222454783,Darwin,14015,-12.42,130.89
1912,-0.917114402,Darwin,14015,-12.42,130.89
1913,-1.557970181,Darwin,14015,-12.42,130.89
1914,-1.247145124,Darwin,14015,-12.42,130.89
1915,-0.6103486,Darwin,14015,-12.42,130.89
1916,-0.537591928,Darwin,14015,-12.42,130.89
1917,-1.079017592,Darwin,14015,-12.42,130.89
1918,-1.206520764,Darwin,14015,-12.42,130.89
1919,-1.415918993,Darwin,14015,-12.42,130.89
1920,-0.444072217,Darwin,14015,-12.42,130.89
1921,-0.76602363,Darwin,14015,-12.42,130.89
1922,-1.308680903,Darwin,14015,-12.42,130.89
1923,-1.457993499,Darwin,14015,-12.42,130.89
1924,-0.653876049,Darwin,14015,-12.42,130.89
1925,-1.569311372,Darwin,14015,-12.42,130.89
1926,-0.728543517,Darwin,14015,-12.42,130.89
1927,-0.725381469,Darwin,14015,-12.42,130.89
1928,-0.753679229,Darwin,14015,-12.42,130.89
1929,-1.36754643,Darwin,14015,-12.42,130.89
1930,-1.087473465,Darwin,14015,-12.42,130.89
1931,-0.616796666,Darwin,14015,-12.42,130.89
1932,-0.96017883,Darwin,14015,-12.42,130.89
1933,-1.064476838,Darwin,14015,-12.42,130.89
1934,-1.137008156,Darwin,14015,-12.42,130.89
1935,-1.211993435,Darwin,14015,-12.42,130.89
1936,-0.61891529,Darwin,14015,-12.42,130.89
1937,-0.704813519,Darwin,14015,-12.42,130.89
1938,-0.580017308,Darwin,14015,-12.42,130.89
1939,-1.09208304,Darwin,14015,-12.42,130.89
1940,-1.319671785,Darwin,14015,-12.42,130.89
1941,-1.403327618,Darwin,14015,-12.42,130.89
1942,-0.448162125,Darwin,14015,-12.42,130.89
1943,-1.275687683,Darwin,14015,-12.42,130.89
1944,-1.233630155,Darwin,14015,-12.42,130.89
1945,-0.814808787,Darwin,14015,-12.42,130.89
1946,-0.928922953,Darwin,14015,-12.42,130.89
1947,-0.496160399,Darwin,14015,-12.42,130.89
1948,-0.75988823,Darwin,14015,-12.42,130.89
1949,-1.286216745,Darwin,14015,-12.42,130.89
1950,-1.098687678,Darwin,14015,-12.42,130.89
1951,-0.51567783,Darwin,14015,-12.42,130.89
1952,-0.272588349,Darwin,14015,-12.42,130.89
1953,-0.801860626,Darwin,14015,-12.42,130.89
1954,-0.800058911,Darwin,14015,-12.42,130.89
1955,-0.285125806,Darwin,14015,-12.42,130.89
1956,-0.788439089,Darwin,14015,-12.42,130.89
1957,-0.80129003,Darwin,14015,-12.42,130.89
