year,anomaly,station_name,station_number,latitude,longitude
1920,-0.074058439,Halls Creek,2079,-18.23,127.67
1921,-0.57766102,Halls Creek,2079,-18.23,127.67
1922,-1.18360796,Halls Creek,2079,-18.23,127.67
1923,-1.369572822,Halls Creek,2079,-18.23,127.67
1924,0.007815866,Halls Creek,2079,-18.23,127.67
1925,-0.710533733,Halls Creek,2079,-18.23,127.67
1926,-0.915738265,Halls Creek,2079,-18.23,127.67
1927,-1.070290948,Halls Creek,2079,-18.23,127.67
1928,1.173071088,Halls Creek,2079,-18.23,127.67
1929,-0.589270083,Halls Creek,2079,-18.23,127.67
1930,-0.633233789,Halls Creek,2079,-18.23,127.67
1931,0.022268576,Halls Creek,2079,-18.23,127.67
1932,-1.051278498,Halls Creek,2079,-18.23,127.67
1933,-0.377109481,Halls Creek,2079,-18.23,127.67
1934,-0.325676253,Halls Creek,2079,-18.23,127.67
1935,-0.587357486,Halls Creek,2079,-18.23,127.67
1936,0.579395553,Halls Creek,2079,-18.23,127.67
1937,-0.448545673,Halls Creek,2079,-18.23,127.67
1938,0.239659129,Halls Creek,2079,-18.23,127.67
1939,-0.851742881,Halls Creek,2079,-18.23,127.67
1940,-0.300478654,Halls Creek,2079,-18.23,127.67
1941,-0.10860508,Halls Creek,2079,-18.23,127.67
1942,0.332883015,Halls Creek,2079,-18.23,127.67
1943,-0.388139276,Halls Creek,2079,-18.23,127.67
1944,-1.073632966,Halls Creek,2079,-18.23,127.67
1945,-0.488098598,Halls Creek,2079,-18.23,127.67
1946,-0.859298151,Halls Creek,2079,-18.23,127.67
1947,0.535961932,Halls Creek,2079,-18.23,127.67
1948,0.041490937,Halls Creek,2079,-18.23,127.67
1949,-1.879863081,Halls Creek,2079,-18.23,127.67
1950,-1.400618936,Halls Creek,2079,-18.23,127.67
1951,-0.854167356,Halls Creek,2079,-18.23,127.67
1952,0.266069945,Halls Creek,2079,-18.23,127.67
1953,-0.165157051,Halls Creek,2079,-18.23,127.67
1954,0.115681252,Halls Creek,2079,-18.23,127.67
1955,0.800799042,Halls Creek,2079,-18.23,127.67
1956,-0.497294596,Halls Creek,2079,-18.23,127.67
1957,0.329736188,Halls Creek,2079,-18.23,127.67
1958,1.226594458,Halls Creek,2079,-18.23,127.67
1959,0.034825288,Halls Creek,2079,-18.23,127.67
1960,-0.90689628,Halls Creek,2079,-18.23,127.67
1961,-0.118360014,Halls Creek,2079,-18.23,127.67
1962,-0.54636949,Halls Creek,2079,-18.23,127.67
1963,-1.005047412,Halls Creek,2079,-18.23,127.67
1964,0.378435714,Halls Creek,2079,-18.23,127.67
1965,0.294700505,Halls Creek,2079,-18.23,127.67
1966,-0.593204094,Halls Creek,2079,-18.23,127.67
1967,-1.261638731,Halls Creek,2079,-18.23,127.67
1968,-0.677434567,Halls Creek,2079,-18.23,127.67
1969,-1.513528275,Halls Creek,2079,-18.23,127.67
1970,-0.012743177,Halls Creek,2079,-18.23,127.67
1971,-0.274326406,Halls Creek,2079,-18.23,127.67
1972,-0.173559096,Halls Creek,2079,-18.23,127.67
1973,0.912290337,Halls Creek,2079,-18.23,127.67
1974,-1.891720479,Halls Creek,2079,-18.23,127.67
1975,-1.078614361,Halls Creek,2079,-18.23,127.67
1976,-1.834208575,Halls Creek,2079,-18.23,127.67
1977,-0.758944302,Halls Creek,2079,-18.23,127.67
1978,-0.950916268,Halls Creek,2079,-18.23,127.67
1979,0.118212622,Halls Creek,2079,-18.23,127.67
1980,0.38614132,Halls Creek,2079,-18.23,127.67
1981,-0.285924269,Halls Creek,2079,-18.23,127.67
1982,-1.68348984,Halls Creek,2079,-18.23,127.67
1983,-0.652600856,Halls Creek,2079,-18.23,127.67
1984,-0.656788085,Halls Creek,2079,-18.23,127.67
1985,0.349001299,Halls Creek,2079,-18.23,127.67
1986,0.575882567,Halls Creek,2079,-18.23,127.67
1987,-0.104134074,Halls Creek,2079,-18.23,127.67
1988,0.942515378,Halls Creek,2079,-18.23,127.67
1989,0.717218973,Halls Creek,2079,-18.23,127.67
1990,0.706266592,Halls Creek,2079,-18.23,127.67
1991,0.157919497,Halls Creek,2079,-18.23,127.67
1992,1.516058512,Halls Creek,2079,-18.23,127.67
1993,-0.059016946,Halls Creek,2079,-18.23,127.67
1994,-0.825289028,Halls Creek,2079,-18.23,127.67
1995,-0.060097016,Halls Creek,2079,-18.23,127.67
1996,0.288249063,Halls Creek,2079,-18.23,127.67
1997,-0.51500357,Halls Creek,2079,-18.23,127.67
1998,1.265940171,Halls Creek,2079,-18.23,127.67
1999,-0.593816294,Halls Creek,2079,-18.23,127.67
2000,-1.418985364,Halls Creek,2079,-18.23,127.67
2001,-0.805054773,Halls Creek,2079,-18.23,127.67
2002,-0.011278851,Halls Creek,2079,-18.23,127.67
2003,0.20545822,Halls Creek,2079,-18.23,127.67
2004,-0.168057017,Halls Creek,2079,-18.23,127.67
2005,1.426686779,Halls Creek,2079,-18.23,127.67
2006,-0.81688881,Halls Creek,2079,-18.23,127.67
2007,-0.127024179,Halls Creek,2079,-18.23,127.67
2008,-0.352555139,Halls Creek,2079,-18.23,127.67
2009,0.873593141,Halls Creek,2079,-18.23,127.67
2010,0.144913545,Halls Creek,2079,-18.23,127.67
2011,-1.683044084,Halls Creek,2079,-18.23,127.67
2012,-0.846836835,Halls Creek,2079,-18.23,127.67
2013,1.002740286,Halls Creek,2079,-18.23,127.67
2014,-0.102249252,Halls Creek,2079,-18.23,127.67
2015,0.049568563,Halls Creek,2079,-18.23,127.67
2016,1.471267695,Halls Creek,2079,-18.23,127.67
2017,-0.029031027,Halls Creek,2079,-18.23,127.67
2018,0.487730045,Halls Creek,2079,-18.23,127.67
2019,1.462144029,Halls Creek,2079,-18.23,127.67
2020,0.729192561,Halls Creek,2079,-18.23,127.67
2021,-0.034291712,Halls Creek,2079,-18.23,127.67
2022,0.674299841,Halls Creek,2079,-18.23,127.67
2023,0.180207644,Halls Creek,2079,-18.23,127.67
1918,-0.305090305,Hobart,94029,-42.89,147.33
1919,0.123536531,Hobart,94029,-42.89,147.33
1920,-0.152793353,Hobart,94029,-42.89,147.33
1921,0.21132754,Hobart,94029,-42.89,147.33
1922,-0.162080921,Hobart,94029,-42.89,147.33
1923,-0.542120283,Hobart,94029,-42.89,147.33
1924,-0.771425475,Hobart,94029,-42.89,147.33
1925,-0.774681727,Hobart,94029,-42.89,147.33
1926,-0.045872065,Hobart,94029,-42.89,147.33
1927,-0.644509236,Hobart,94029,-42.89,147.33
1928,0.073186285,Hobart,94029,-42.89,147.33
1929,-0.738111387,Hobart,94029,-42.89,147.33
1930,-0.064942423,Hobart,94029,-42.89,147.33
1931,-0.775847242,Hobart,94029,-42.89,147.33
1932,-0.387479115,Hobart,94029,-42.89,147.33
1933,-0.768710785,Hobart,94029,-42.89,147.33
1934,-0.095615227,Hobart,94029,-42.89,147.33
1935,-0.487997779,Hobart,94029,-42.89,147.33
1936,-0.464343223,Hobart,94029,-42.89,147.33
1937,-0.448444848,Hobart,94029,-42.89,147.33
1938,-0.054294502,Hobart,94029,-42.89,147.33
1939,-0.245674784,Hobart,94029,-42.89,147.33
1940,-0.226714376,Hobart,94029,-42.89,147.33
1941,-0.637692988,Hobart,94029,-42.89,147.33
1942,-0.237824008,Hobart,94029,-42.89,147.33
1943,-0.916779782,Hobart,94029,-42.89,147.33
1944,-0.791522496,Hobart,94029,-42.89,147.33
1945,-0.720323026,Hobart,94029,-42.89,147.33
1946,-1.037945793,Hobart,94029,-42.89,147.33
1947,-0.097721922,Hobart,94029,-42.89,147.33
1948,-0.721414921,Hobart,94029,-42.89,147.33
1949,-1.01254207,Hobart,94029,-42.89,147.33
1950,-0.357677985,Hobart,94029,-42.89,147.33
1951,-0.443023624,Hobart,94029,-42.89,147.33
1952,-0.883753215,Hobart,94029,-42.89,147.33
1953,-0.776649012,Hobart,94029,-42.89,147.33
1954,-0.435012628,Hobart,94029,-42.89,147.33
1955,-0.641580409,Hobart,94029,-42.89,147.33
1956,-0.651902702,Hobart,94029,-42.89,147.33
1957,-0.716549189,Hobart,94029,-42.89,147.33
1958,-1.025222028,Hobart,94029,-42.89,147.33
1959,-0.285784838,Hobart,94029,-42.89,147.33
1960,-0.437737272,Hobart,94029,-42.89,147.33
1961,0.261648278,Hobart,94029,-42.89,147.33
1962,-0.359706689,Hobart,94029,-42.89,147.33
1963,-0.684574542,Hobart,94029,-42.89,147.33
1964,-0.862496649,Hobart,94029,-42.89,147.33
1965,-0.536723005,Hobart,94029,-42.89,147.33
1966,-0.692994723,Hobart,94029,-42.89,147.33
1967,-0.427419502,Hobart,94029,-42.89,147.33
1968,-0.500816928,Hobart,94029,-42.89,147.33
1969,-0.483903478,Hobart,94029,-42.89,147.33
1970,-0.619273203,Hobart,94029,-42.89,147.33
1971,-0.24299171,Hobart,94029,-42.89,147.33
1972,0.18600581,Hobart,94029,-42.89,147.33
1973,-0.021262264,Hobart,94029,-42.89,147.33
1974,-0.000993442,Hobart,94029,-42.89,147.33
1975,-0.070856842,Hobart,94029,-42.89,147.33
1976,-0.587465519,Hobart,94029,-42.89,147.33
1977,-0.21972621,Hobart,94029,-42.89,147.33
1978,-0.291320872,Hobart,94029,-42.89,147.33
1979,0.037194553,Hobart,94029,-42.89,147.33
1980,0.306738524,Hobart,94029,-42.89,147.33
1981,0.317970448,Hobart,94029,-42.89,147.33
1982,-0.013864075,Hobart,94029,-42.89,147.33
1983,-0.30176186,Hobart,94029,-42.89,147.33
1984,-0.319669511,Hobart,94029,-42.89,147.33
1985,-0.389162334,Hobart,94029,-42.89,147.33
1986,-0.402771525,Hobart,94029,-42.89,147.33
1987,-0.179151133,Hobart,94029,-42.89,147.33
1988,0.633354991,Hobart,94029,-42.89,147.33
1989,0.171421063,Hobart,94029,-42.89,147.33
1990,0.081456415,Hobart,94029,-42.89,147.33
1991,-0.215317288,Hobart,94029,-42.89,147.33
1992,-0.78740125,Hobart,94029,-42.89,147.33
1993,0.394421255,Hobart,94029,-42.89,147.33
1994,-0.132715521,Hobart,94029,-42.89,147.33
1995,-0.765921807,Hobart,94029,-42.89,147.33
1996,-0.690025153,Hobart,94029,-42.89,147.33
1997,-0.127372459,Hobart,94029,-42.89,147.33
1998,-0.170210721,Hobart,94029,-42.89,147.33
1999,0.464038511,Hobart,94029,-42.89,147.33
2000,0.657824927,Hobart,94029,-42.89,147.33
2001,0.30184285,Hobart,94029,-42.89,147.33
2002,0.47121465,Hobart,94029,-42.89,147.33
2003,0.195388037,Hobart,94029,-42.89,147.33
2004,-0.305271878,Hobart,94029,-42.89,147.33
2005,0.407822113,Hobart,94029,-42.89,147.33
2006,-0.359633724,Hobart,94029,-42.89,147.33
2007,0.535829025,Hobart,94029,-42.89,147.33
2008,-0.005525092,Hobart,94029,-42.89,147.33
2009,0.136492748,Hobart,94029,-42.89,147.33
2010,0.408610003,Hobart,94029,-42.89,147.33
2011,0.079091634,Hobart,94029,-42.89,147.33
2012,0.465889752,Hobart,94029,-42.89,147.33
2013,0.554868004,Hobart,94029,-42.89,147.33
2014,0.583666647,Hobart,94029,-42.89,147.33
2015,-0.027450864,Hobart,94029,-42.89,147.33
2016,0.786607061,Hobart,94029,-42.89,147.33
2017,0.640206475,Hobart,94029,-42.89,147.33
2018,0.647582855,Hobart,94029,-42.89,147.33
2019,0.662442249,Hobart,94029,-42.89,147.33
2020,0.180418086,Hobart,94029,-42.89,147.33
2021,0.24096275,Hobart,94029,-42.89,147.33
2022,0.16370207,Hobart,94029,-42.89,147.33
2023,0.757664663,Hobart,94029,-42.89,147.33
1950,-0.306862495,Horn Island,27058,-10.58,142.29
1951,-0.630958217,Horn Island,27058,-10.58,142.29
1952,-0.457722848,Horn Island,27058,-10.58,142.29
1953,-1.049584499,Horn Island,27058,-10.58,142.29
1954,-1.073648759,Horn Island,27058,-10.58,142.29
1955,-0.740641206,Horn Island,27058,-10.58,142.29
1956,-0.326840687,Horn Island,27058,-10.58,142.29
1957,-0.94614275,Horn Island,27058,-10.58,142.29
1958,0.25273213,Horn Island,27058,-10.58,142.29
1959,-0.729313606,Horn Island,27058,-10.58,142.29
1960,-0.854127256,Horn Island,27058,-10.58,142.29
1961,-0.735724412,Horn Island,27058,-10.58,142.29
1962,-0.563173208,Horn Island,27058,-10.58,142.29
1963,-0.877491885,Horn Island,27058,-10.58,142.29
1964,-0.46596304,Horn Island,27058,-10.58,142.29
1965,-1.303415784,Horn Island,27058,-10.58,142.29
1966,-0.748595315,Horn Island,27058,-10.58,142.29
1967,-0.720759934,Horn Island,27058,-10.58,142.29
1968,-0.757973779,Horn Island,27058,-10.58,142.29
1969,-0.531407086,Horn Island,27058,-10.58,142.29
1970,-0.280424232,Horn Island,27058,-10.58,142.29
1971,-0.337598452,Horn Island,27058,-10.58,142.29
1972,-1.102864278,Horn Island,27058,-10.58,142.29
1973,-0.213211646,Horn Island,27058,-10.58,142.29
1974,-0.415294624,Horn Island,27058,-10.58,142.29
1975,-0.634161112,Horn Island,27058,-10.58,142.29
1976,-0.845020069,Horn Island,27058,-10.58,142.29
1977,-0.894109588,Horn Island,27058,-10.58,142.29
1978,-0.182226908,Horn Island,27058,-10.58,142.29
1979,-0.618805889,Horn Island,27058,-10.58,142.29
1980,-0.407438342,Horn Island,27058,-10.58,142.29
1981,-0.276779525,Horn Island,27058,-10.58,142.29
1982,-0.822197973,Horn Island,27058,-10.58,142.29
1983,0.022381885,Horn Island,27058,-10.58,142.29
1984,-0.570794827,Horn Island,27058,-10.58,142.29
1985,-0.326258206,Horn Island,27058,-10.58,142.29
1986,-0.067894471,Horn Island,27058,-10.58,142.29
1987,-0.236271327,Horn Island,27058,-10.58,142.29
1988,0.31046655,Horn Island,27058,-10.58,142.29
1989,-0.053892934,Horn Island,27058,-10.58,142.29
1990,0.0175798,Horn Island,27058,-10.58,142.29
1991,-0.465934985,Horn Island,27058,-10.58,142.29
1992,-0.142293428,Horn Island,27058,-10.58,142.29
1993,-0.416595746,Horn Island,27058,-10.58,142.29
1994,-0.170402535,Horn Island,27058,-10.58,142.29
1995,0.183411114,Horn Island,27058,-10.58,142.29
1996,-0.1958545,Horn Island,27058,-10.58,142.29
1997,-0.893341421,Horn Island,27058,-10.58,142.29
1998,0.488731844,Horn Island,27058,-10.58,142.29
1999,0.031452848,Horn Island,27058,-10.58,142.29
2000,-0.003476418,Horn Island,27058,-10.58,142.29
2001,0.225686096,Horn Island,27058,-10.58,142.29
2002,0.564429448,Horn Island,27058,-10.58,142.29
2003,0.263788416,Horn Island,27058,-10.58,142.29
2004,-0.067053303,Horn Island,27058,-10.58,142.29
2005,0.376140717,Horn Island,27058,-10.58,142.29
2006,-0.052147105,Horn Island,27058,-10.58,142.29
2007,0.3798526,Horn Island,27058,-10.58,142.29
2008,0.417144473,Horn Island,27058,-10.58,142.29
2009,0.39461655,Horn Island,27058,-10.58,142.29
2010,1.047637944,Horn Island,27058,-10.58,142.29
2011,0.21195096,Horn Island,27058,-10.58,142.29
2012,0.374401511,Horn Island,27058,-10.58,142.29
2013,0.574262788,Horn Island,27058,-10.58,142.29
2014,0.20476394,Horn Island,27058,-10.58,142.29
2015,0.179411917,Horn Island,27058,-10.58,142.29
2016,1.164473504,Horn Island,27058,-10.58,142.29
2017,0.615473491,Horn Island,27058,-10.58,142.29
2018,0.474032742,Horn Island,27058,-10.58,142.29
2019,0.282867333,Horn Island,27058,-10.58,142.29
2020,0.748288237,Horn Island,27058,-10.58,142.29
2021,0.754253209,Horn Island,27058,-10.58,142.29
2022,0.856364119,Horn Island,27058,-10.58,142.29
2023,0.514610396,Horn Island,27058,-10.58,142.29
1910,-1.612722108,Inverell,56242,-29.78,151.11
1911,-1.706315356,Inverell,56242,-29.78,151.11
1912,-0.954597726,Inverell,56242,-29.78,151.11
1913,-1.240840708,Inverell,56242,-29.78,151.11
1914,-0.051244253,Inverell,56242,-29.78,151.11
1915,-0.444456619,Inverell,56242,-29.78,151.11
1916,-1.042962267,Inverell,56242,-29.78,151.11
1917,-2.139595828,Inverell,56242,-29.78,151.11
1918,-1.328426153,Inverell,56242,-29.78,151.11
1919,0.466776751,Inverell,56242,-29.78,151.11
1920,-1.24964574,Inverell,56242,-29.78,151.11
1921,-0.735740365,Inverell,56242,-29.78,151.11
1922,-0.828226064,Inverell,56242,-29.78,151.11
1923,-0.42024108,Inverell,56242,-29.78,151.11
1924,-1.836970733,Inverell,56242,-29.78,151.11
1925,-1.258581363,Inverell,56242,-29.78,151.11
1926,0.111058437,Inverell,56242,-29.78,151.11
1927,-1.221518191,Inverell,56242,-29.78,151.11
1928,-0.755877234,Inverell,56242,-29.78,151.11
1929,-1.64512928,Inverell,56242,-29.78,151.11
1930,-1.086830936,Inverell,56242,-29.78,151.11
1931,-0.936467308,Inverell,56242,-29.78,151.11
1932,-0.77080385,Inverell,56242,-29.78,151.11
1933,-0.855763263,Inverell,56242,-29.78,151.11
1934,-1.500185306,Inverell,56242,-29.78,151.11
1935,-1.745830164,Inverell,56242,-29.78,151.11
1936,-0.746930376,Inverell,56242,-29.78,151.11
1937,-1.080909744,Inverell,56242,-29.78,151.11
1938,-0.188301345,Inverell,56242,-29.78,151.11
1939,-0.860637495,Inverell,56242,-29.78,151.11
1940,-0.30912233,Inverell,56242,-29.78,151.11
1941,-1.146813493,Inverell,56242,-29.78,151.11
1942,-0.662690823,Inverell,56242,-29.78,151.11
1943,-1.546548651,Inverell,56242,-29.78,151.11
1944,-0.974129834,Inverell,56242,-29.78,151.11
1945,-0.55887221,Inverell,56242,-29.78,151.11
1946,-1.054665714,Inverell,56242,-29.78,151.11
1947,-1.155206548,Inverell,56242,-29.78,151.11
1948,-1.51915086,Inverell,56242,-29.78,151.11
1949,-1.459441936,Inverell,56242,-29.78,151.11
1950,-0.217167192,Inverell,56242,-29.78,151.11
1951,-1.178024404,Inverell,56242,-29.78,151.11
1952,-0.692746132,Inverell,56242,-29.78,151.11
1953,-1.020400039,Inverell,56242,-29.78,151.11
1954,-0.66134058,Inverell,56242,-29.78,151.11
1955,-0.800342116,Inverell,56242,-29.78,151.11
1956,-1.618951914,Inverell,56242,-29.78,151.11
1957,-0.333887905,Inverell,56242,-29.78,151.11
1958,0.012572951,Inverell,56242,-29.78,151.11
1959,-0.558584385,Inverell,56242,-29.78,151.11
1960,-1.321467396,Inverell,56242,-29.78,151.11
1961,-1.156790528,Inverell,56242,-29.78,151.11
1962,-1.474118424,Inverell,56242,-29.78,151.11
1963,-0.733086611,Inverell,56242,-29.78,151.11
1964,-1.176436497,Inverell,56242,-29.78,151.11
1965,-0.018030288,Inverell,56242,-29.78,151.11
1966,-0.892921481,Inverell,56242,-29.78,151.11
1967,-0.31946814,Inverell,56242,-29.78,151.11
1968,-0.793798535,Inverell,56242,-29.78,151.11
1969,-0.259379178,Inverell,56242,-29.78,151.11
1970,-1.087735869,Inverell,56242,-29.78,151.11
1971,-1.07673192,Inverell,56242,-29.78,151.11
1972,-0.726737449,Inverell,56242,-29.78,151.11
1973,0.795067897,Inverell,56242,-29.78,151.11
1974,-0.940903087,Inverell,56242,-29.78,151.11
1975,-0.521424169,Inverell,56242,-29.78,151.11
1976,-0.716005154,Inverell,56242,-29.78,151.11
1977,-0.045952146,Inverell,56242,-29.78,151.11
1978,-0.58166316,Inverell,56242,-29.78,151.11
1979,0.110881003,Inverell,56242,-29.78,151.11
1980,0.538655426,Inverell,56242,-29.78,151.11
1981,0.162329415,Inverell,56242,-29.78,151.11
1982,-0.053475543,Inverell,56242,-29.78,151.11
1983,0.079670365,Inverell,56242,-29.78,151.11
1984,-0.693967705,Inverell,56242,-29.78,151.11
1985,-0.54188477,Inverell,56242,-29.78,151.11
1986,-0.395105863,Inverell,56242,-29.78,151.11
1987,0.003217731,Inverell,56242,-29.78,151.11
1988,0.235695638,Inverell,56242,-29.78,151.11
1989,-0.227608181,Inverell,56242,-29.78,151.11
1990,0.37131271,Inverell,56242,-29.78,151.11
1991,0.14365974,Inverell,56242,-29.78,151.11
1992,-0.510268533,Inverell,56242,-29.78,151.11
1993,0.233535253,Inverell,56242,-29.78,151.11
1994,-0.739297825,Inverell,56242,-29.78,151.11
1995,-0.330789725,Inverell,56242,-29.78,151.11
1996,-0.438779378,Inverell,56242,-29.78,151.11
1997,-0.111105044,Inverell,56242,-29.78,151.11
1998,0.554496594,Inverell,56242,-29.78,151.11
1999,-0.091227932,Inverell,56242,-29.78,151.11
2000,0.010335688,Inverell,56242,-29.78,151.11
2001,-0.298636425,Inverell,56242,-29.78,151.11
2002,-0.043033808,Inverell,56242,-29.78,151.11
2003,-0.211104084,Inverell,56242,-29.78,151.11
2004,0.234222469,Inverell,56242,-29.78,151.11
2005,0.716168701,Inverell,56242,-29.78,151.11
2006,0.373760867,Inverell,56242,-29.78,151.11
2007,0.606549034,Inverell,56242,-29.78,151.11
2008,-0.313859097,Inverell,56242,-29.78,151.11
2009,0.925828265,Inverell,56242,-29.78,151.11
2010,0.322034036,Inverell,56242,-29.78,151.11
2011,-0.143942986,Inverell,56242,-29.78,151.11
2012,-0.042164423,Inverell,56242,-29.78,151.11
2013,0.505921645,Inverell,56242,-29.78,151.11
2014,1.16887837,Inverell,56242,-29.78,151.11
2015,0.372453502,Inverell,56242,-29.78,151.11
2016,0.949844868,Inverell,56242,-29.78,151.11
2017,0.905918953,Inverell,56242,-29.78,151.11
2018,1.348708321,Inverell,56242,-29.78,151.11
2019,2.662729126,Inverell,56242,-29.78,151.11
2020,0.77771611,Inverell,56242,-29.78,151.11
2021,-0.159412213,Inverell,56242,-29.78,151.11
2022,-0.28703789,Inverell,56242,-29.78,151.11
2023,0.815325376,Inverell,56242,-29.78,151.11
1910,-1.216454915,Kalgoorlie-Boulder,12038,-30.78,121.45
1911,-0.691337787,Kalgoorlie-Boulder,12038,-30.78,121.45
1912,0.032793788,Kalgoorlie-Boulder,12038,-30.78,121.45
1913,-0.731114225,Kalgoorlie-Boulder,12038,-30.78,121.45
1914,-0.146481796,Kalgoorlie-Boulder,12038,-30.78,121.45
1915,-0.697775319,Kalgoorlie-Boulder,12038,-30.78,121.45
1916,-1.252641109,Kalgoorlie-Boulder,12038,-30.78,121.45
1917,-2.18298512,Kalgoorlie-Boulder,12038,-30.78,121.45
1918,-0.407422977,Kalgoorlie-Boulder,12038,-30.78,121.45
1919,-0.444690962,Kalgoorlie-Boulder,12038,-30.78,121.45
1920,-0.967659648,Kalgoorlie-Boulder,12038,-30.78,121.45
1921,-0.081360189,Kalgoorlie-Boulder,12038,-30.78,121.45
1922,-0.760798873,Kalgoorlie-Boulder,12038,-30.78,121.45
1923,-0.589827611,Kalgoorlie-Boulder,12038,-30.78,121.45
1924,-1.082370284,Kalgoorlie-Boulder,12038,-30.78,121.45
1925,-1.20357217,Kalgoorlie-Boulder,12038,-30.78,121.45
1926,-0.654795653,Kalgoorlie-Boulder,12038,-30.78,121.45
1927,-0.923162938,Kalgoorlie-Boulder,12038,-30.78,121.45
1928,-0.893158625,Kalgoorlie-Boulder,12038,-30.78,121.45
1929,-1.50418629,Kalgoorlie-Boulder,12038,-30.78,121.45
1930,0.486337584,Kalgoorlie-Boulder,12038,-30.78,121.45
1931,-1.303717415,Kalgoorlie-Boulder,12038,-30.78,121.45
1932,-0.535137865,Kalgoorlie-Boulder,12038,-30.78,121.45
1933,-0.565407488,Kalgoorlie-Boulder,12038,-30.78,121.45
1934,-0.248915872,Kalgoorlie-Boulder,12038,-30.78,121.45
1935,-0.946161666,Kalgoorlie-Boulder,12038,-30.78,121.45
1936,0.217345141,Kalgoorlie-Boulder,12038,-30.78,121.45
1937,-0.092869549,Kalgoorlie-Boulder,12038,-30.78,121.45
1938,-0.28133643,Kalgoorlie-Boulder,12038,-30.78,121.45
1939,-0.820634284,Kalgoorlie-Boulder,12038,-30.78,121.45
1940,0.053459771,Kalgoorlie-Boulder,12038,-30.78,121.45
1941,-0.329761686,Kalgoorlie-Boulder,12038,-30.78,121.45
1942,-1.318352236,Kalgoorlie-Boulder,12038,-30.78,121.45
1943,-1.16697626,Kalgoorlie-Boulder,12038,-30.78,121.45
1944,-0.143296313,Kalgoorlie-Boulder,12038,-30.78,121.45
1945,0.093205985,Kalgoorlie-Boulder,12038,-30.78,121.45
1946,-0.472276727,Kalgoorlie-Boulder,12038,-30.78,121.45
1947,-0.492802201,Kalgoorlie-Boulder,12038,-30.78,121.45
1948,-0.644424572,Kalgoorlie-Boulder,12038,-30.78,121.45
1949,-0.455810714,Kalgoorlie-Boulder,12038,-30.78,121.45
1950,0.110882195,Kalgoorlie-Boulder,12038,-30.78,121.45
1951,-0.368215347,Kalgoorlie-Boulder,12038,-30.78,121.45
1952,-1.359303605,Kalgoorlie-Boulder,12038,-30.78,121.45
1953,-0.58529484,Kalgoorlie-Boulder,12038,-30.78,121.45
1954,-0.473671057,Kalgoorlie-Boulder,12038,-30.78,121.45
1955,-1.377439938,Kalgoorlie-Boulder,12038,-30.78,121.45
1956,-0.771722959,Kalgoorlie-Boulder,12038,-30.78,121.45
1957,0.162508859,Kalgoorlie-Boulder,12038,-30.78,121.45
1958,-0.180154352,Kalgoorlie-Boulder,12038,-30.78,121.45
1959,0.548350193,Kalgoorlie-Boulder,12038,-30.78,121.45
1960,-1.353538712,Kalgoorlie-Boulder,12038,-30.78,121.45
1961,0.465838352,Kalgoorlie-Boulder,12038,-30.78,121.45
1962,0.353641091,Kalgoorlie-Boulder,12038,-30.78,121.45
1963,-0.408001574,Kalgoorlie-Boulder,12038,-30.78,121.45
1964,-0.537975895,Kalgoorlie-Boulder,12038,-30.78,121.45
1965,0.328315951,Kalgoorlie-Boulder,12038,-30.78,121.45
1966,-0.777798617,Kalgoorlie-Boulder,12038,-30.78,121.45
1967,-0.391498118,Kalgoorlie-Boulder,12038,-30.78,121.45
1968,-1.001378595,Kalgoorlie-Boulder,12038,-30.78,121.45
1969,0.14643935,Kalgoorlie-Boulder,12038,-30.78,121.45
1970,-0.116135424,Kalgoorlie-Boulder,12038,-30.78,121.45
1971,-0.480418368,Kalgoorlie-Boulder,12038,-30.78,121.45
1972,0.664422912,Kalgoorlie-Boulder,12038,-30.78,121.45
1973,-0.401795643,Kalgoorlie-Boulder,12038,-30.78,121.45
1974,-0.688916512,Kalgoorlie-Boulder,12038,-30.78,121.45
1975,-0.949396051,Kalgoorlie-Boulder,12038,-30.78,121.45
1976,-0.118629862,Kalgoorlie-Boulder,12038,-30.78,121.45
1977,0.633180582,Kalgoorlie-Boulder,12038,-30.78,121.45
1978,0.386294701,Kalgoorlie-Boulder,12038,-30.78,121.45
1979,0.319957976,Kalgoorlie-Boulder,12038,-30.78,121.45
1980,0.557406938,Kalgoorlie-Boulder,12038,-30.78,121.45
1981,-0.38965608,Kalgoorlie-Boulder,12038,-30.78,121.45
1982,0.185686662,Kalgoorlie-Boulder,12038,-30.78,121.45
1983,0.525073823,Kalgoorlie-Boulder,12038,-30.78,121.45
1984,-0.499487451,Kalgoorlie-Boulder,12038,-30.78,121.45
1985,0.235920277,Kalgoorlie-Boulder,12038,-30.78,121.45
1986,-0.620146031,Kalgoorlie-Boulder,12038,-30.78,121.45
1987,-0.242906528,Kalgoorlie-Boulder,12038,-30.78,121.45
1988,0.060114731,Kalgoorlie-Boulder,12038,-30.78,121.45
1989,-0.336163696,Kalgoorlie-Boulder,12038,-30.78,121.45
1990,-0.273085099,Kalgoorlie-Boulder,12038,-30.78,121.45
1991,0.850755147,Kalgoorlie-Boulder,12038,-30.78,121.45
1992,-0.9359661,Kalgoorlie-Boulder,12038,-30.78,121.45
1993,-0.524631118,Kalgoorlie-Boulder,12038,-30.78,121.45
1994,0.706974105,Kalgoorlie-Boulder,12038,-30.78,121.45
1995,-0.634872733,Kalgoorlie-Boulder,12038,-30.78,121.45
